,id,movie,link,date,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
9071,942c189d79aaf991096108b9b9aa2c7f,Stand Up Guys,/movie/Stand-Up-Guys,2013/02/01,Roadside Attractions,,,,,,,,,,,,,,,,,,,3310031,,,,,,,,,,,,,,,,,,,,,,,,,,407137,,,,,,,
9428,16d628cf7eda1515b481ae2cdddf265b,Girls Against Boys,/movie/Girls-Against-Boys,2013/02/01,Anchor Bay Entert…,,,,,,,,,,,,,,,,,,,7529,,,,,,,,,,,,,,,,,,,,,,,,,,926,,,,,,,
9320,2b5b00b1b4b70ef33507d6a338db3e0b,A Glimpse Inside the Mind o…,/movie/Glimpse-Inside-The-Mind-of-Charles-Swan-III-A,2013/02/08,A24,,,,,,,,,,,,,,,,,,,35586,,,,,,,,,,,,,,,,,,,,,,,,,,4377,,,,,,,
9444,a69f0b4e4c9be6618446bb81e2af3eff,The Playroom,/movie/Playroom-The,2013/02/08,Freestyle Releasing,,,,,,,,,,,,,,,,,,,5964,,,,,,,,,,,,,,,,,,,,,,,,,,733,,,,,,,
9378,c62bc8ff178ba29169a75ba066b7b4af,All in Good Time,/movie/All-in-Good-Time,2013/02/08,Mongrel Media,,,,,,,,,,,,,,,,,,,17017,,,,,,,,,,,,,,,,,,,,,,,,,,2093,,,,,,,
9116,392f0eafdd6b9d7a73e052f1f7ab7e88,Special 26,/movie/Special-Chabbis,2013/02/08,Viva Entertainment,,,,,,,,,,,,,,,,,,,1065938,,,,,,,,,,,,,,,,,,,,,,,,,,131111,,,,,,,
9370,ea7f2bccbe005e9da662b39452b7e331,The Sorcerer and the White …,/movie/Bai-she-chuan-shuo,2013/02/08,Magnolia Pictures,,,,,,,,,,,,,,,,,,,18759,,,,,,,,,,,,,,,,,,,,,,,,,,2307,,,,,,,
9400,a22964a48bfd93938683fa52d18b7c5a,Midget Zombie Takeover,/movie/Midget-Zombie-Takeover,2013/02/08,Driving With Our …,,,,,,,,,,,,,,,,,,,10604,,,,,402,,,,,,,,,,,,,,,,,,,,,1304,,,,,44,,
9122,f0170bbce290891059e699b8b617a518,Lore,/movie/Lore,2013/02/08,Music Box Films,,,,,,,,,,,,,,,,,,,970325,,,,,,,,,,,,,,,,,,,,,,,,,,119351,,,,,,,
9185,ba0df3e36dea97bf105e9732e67b2ba7,ABCD (Any Body Can Dance),/movie/ABCD-(2012),2013/02/08,UTV Communications,,,,,,,,,,,,,,,,,,,222098,,,,,,,,,,,,,,,,,,,,,,,,,,27318,,,,,,,
8998,75b08663ad81394cf6f666d5910a8529,Side Effects,/movie/Side-Effects-(2013),2013/02/08,Open Road,,,,,,,,,,,,,,,,,,,32172757,,,,,,,,,,,,,,,,,,,,,,,,,,3957288,,,,,,,
8934,d99b4990fa5e0ca7f6a9f7d0b0541e0a,Identity Thief,/movie/Identity-Thief,2013/02/08,Universal,,,,,,,,,,,,,,,,,,,134506920,,,,,,,,,,,,,,,,,,,,,,,,,,16544516,,,,,,,
8960,b4e2242e23a1a635196e0c80938e1f13,Safe Haven,/movie/Safe-Haven,2013/02/14,Relativity,,,,,,,,,,,,,,,,,,,71399120,,,,,,,,,,,,,,,,,,,,,,,,,,8782179,,,,,,,
8964,c952c607aea02b0b8ec4e7c888d3cbd4,A Good Day to Die Hard,/movie/Die-Hard-5,2013/02/14,20th Century Fox,,,,,,,,,,,,,,,,,,,67349198,,,,,,,,,,,,,,,,,,,,,,,,,,8284034,,,,,,,
9021,5945c17f7f4b34f8fd582057f3e109bf,Beautiful Creatures ,/movie/Beautiful-Creatures-(2012),2013/02/14,Warner Bros.,,,,,,,,,,,,,,,,,,,19452138,,,,,,,,,,,,,,,,,,,,,,,,,,2392636,,,,,,,
9334,2f6e9c9d4e9e581bed2b4bf63cd0f80e,The Power of Few,/movie/Power-of-Few-The,2013/02/15,Steelyard Pictures,,,,,,,,,,,,,,,,,,,30444,,,,,,,,,,,,,,,,,,,,,,,,,,3744,,,,,,,
9081,bea9a98274578177a3ac51ed9e2ebbd7,No,/movie/No-(2012),2013/02/15,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,2341226,,,,,,,,,,,,,,,,,,,,,,,,,,287973,,,,,,,
9402,fb1a8a5318ccf1597ed48ec6c8e4cea5,Shanghai Calling,/movie/Shanghai-Calling,2013/02/15,Starz Media,,,,,,,,,,,,,,,,,,,10443,,,,,,,,,,,,,,,,,,,,,,,,,,1284,,,,,,,
8974,0b362da21151028902f1620715513056,Escape From Planet Earth,/movie/Escape-From-Planet-Earth,2013/02/15,Weinstein Co.,,,,,,,,,,,,,,,,,,,57012977,,,,,,,,,,,,,,,,,,,,,,,,,,7012666,,,,,,,
9184,cc316cf56f3571cd0fec44788e4a6347,Like Someone in Love,/movie/Like-Someone-in-Love,2013/02/15,IFC Films,,,,,,,,,,,,,,,,,,,222695,,,,,,,,,,,,,,,,,,,,,,,,,,27391,,,,,,,
9501,0a4cee593d588b0f1153ecf02a939618,The Package,/movie/Package-The-(2012),2013/02/15,Anchor Bay Entert…,,,,,,,,,,,,,,,,,,,1470,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,
9169,daad971427e838881bd5a74625d81c0e,Camp,/movie/Camp-(2013),2013/02/22,,,,,,,,,,,,,,,,,,,,324976,,,,,,,,,,,,,,,,,,,,,,,,,,39972,,,,,,,
9416,33f7f40e6bf8b3fcabfb3f8af8a114c1,11 Flowers,/movie/Wo-11,2013/02/22,First Run Features,,,,,,,,,,,,,,,,,,,9213,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,
9461,f1c0e23bb916c94d6bad6b7beef1800c,Inescapable,/movie/Inescapable,2013/02/22,IFC Films,,,,,,,,,,,,,,,,,,,4327,,,,,,,,,,,,,,,,,,,,,,,,,,532,,,,,,,
9101,eb4332cea537e8e9f768b75b2b9f4b6e,"Bless Me, Ultima",/movie/Bless-Me-Ultima,2013/02/22,Arenas Entertainment,,,,,,,,,,,,,,,,,,,1559556,,,,,,,,,,,,,,,,,,,,,,,,,,191827,,,,,,,
9463,6dbc5696ba3667ae51920b6fba5b814a,Rubberneck,/movie/Rubberneck,2013/02/22,TriBeca Films,,,,,,,,,,,,,,,,,,,4150,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,
8988,4d3bdb95d16d5df651fbefcc548eeb28,Snitch,/movie/Snitch-(2013),2013/02/22,Lionsgate,,,,,,,,,,,,,,,,,,,42930462,,,,,,,,,,,,,,,,,,,,,,,,,,5280499,,,,,,,
9030,0539e0ddc727f86a83e34a0c9514d747,Dark Skies,/movie/Dark-Skies,2013/02/22,Weinstein Co.,,,,,,,,,,,,,,,,,,,17418667,,,,,,,,,,,,,,,,,,,,,,,,,,2142517,,,,,,,
9114,3b6e68a0bee643dccf58fa152cec068e,Kai Po Che,/movie/Kai-Po-Che,2013/02/22,UTV Communications,,,,,,,,,,,,,,,,,,,1122527,,,,,,,,,,,,,,,,,,,,,,,,,,138072,,,,,,,
9462,f9a7b57d266de356c894432f2c552ec8,Red Flag,/movie/Red-Flag,2013/02/22,TriBeca Films,,,,,,,,,,,,,,,,,,,4150,,,,,,,,,,,,,,,,,,,,,,,,,,510,,,,,,,
9344,16d937cd7269c61b33fb9bb4e258ffe1,The Sweeney,/movie/Sweeney-The,2013/03/01,Entertainment One,,,,,,,,,,,,,,,,,,,26345,,,,,,,,,,,,,,,,,,,,,,,,,,3240,,,,,,,
9414,23261c4275739ef25d3400f7c6063931,The End of Love,/movie/End-of-Love-The,2013/03/01,Variance Films,,,,,,,,,,,,,,,,,,,9342,,,,,,,,,,,,,,,,,,,,,,,,,,1149,,,,,,,
9092,c502249aadb8744e5205128c3f180e82,Stoker,/movie/Stoker,2013/03/01,Fox Searchlight,,,,,,,,,,,,,,,,,,,1703125,,,,,,,,,,,,,,,,,,,,,,,,,,209486,,,,,,,
9336,e8f32a6d48fa29de7978fed3bc7e7ff6,A Fierce Green Fire,/movie/Fierce-Green-Fire-A,2013/03/01,First Run Features,,,,,,,,,,,,,,,,,,,29817,,,,,,,,,,,,,,,,,,,,,,,,,,3667,,,,,,,
9159,1e9ba33d03fc78f6be97bc149749e5d8,Hava Nagila: The Movie,/movie/Hava-Nagila-The-Movie,2013/03/01,International Fil…,,,,,,,,,,,,,,,,,,,368724,,,,,,,,,,,,,,,,,,,,,,,,,,45353,,,,,,,
9139,d2d050f1d570a79d10129f6aedf9b659,The Lost Medallion: The Adv…,/movie/Lost-Medallion-The,2013/03/01,Freestyle Releasing,,,,,,,,,,,,,,,,,,,549632,,,,,,,,,,,,,,,,,,,,,,,,,,67605,,,,,,,
9262,ac5e520f8066091d9068b8b7025ed609,Leviathan,/movie/Leviathan-(2012),2013/03/01,Cinema Guild,,,,,,,,,,,,,,,,,,,76202,,,,,,,,,,,,,,,,,,,,,,,,,,9372,,,,,,,
9175,ec5f76b303329d0ca21d4b2301e1d4ac,War Witch,/movie/Rebelle,2013/03/01,TriBeca Films,,,,,,,,,,,,,,,,,,,265273,,,,,,,,,,,,,,,,,,,,,,,,,,32628,,,,,,,
9216,ecc195d7382ccbbec1d5d29318ac71e1,Ernest & Celestine,/movie/Ernest-et-Celestine,2013/03/01,Mongrel Media,,,,,,,,,,,,,,,,,,,135918,156644,,,,,,,,,,,,,,,,,,,,,,,,,16718,19173,,,,,,
9179,a7dfe44478c1098fdef207c21ecd8db0,The Attacks of 26/11,/movie/Attacks-of-26-11-The,2013/03/01,Eros Entertainment,,,,,,,,,,,,,,,,,,,248346,,,,,,,,,,,,,,,,,,,,,,,,,,30546,,,,,,,
9036,e39623dc5ec94ca4cba4416df1081aac,The Last Exorcism Part II,/movie/Last-Exorcism-Part-2-The,2013/03/01,CBS Films,,,,,,,,,,,,,,,,,,,15179303,,,,,,,,,,,,,,,,,,,,,,,,,,1867072,,,,,,,
9182,1f3fd96cc691737fd6cb1b6b5bb95204,A Place at the Table,/movie/Place-at-the-Table-A,2013/03/01,Magnolia Pictures,,,,,,,,,,,,,,,,,,,231378,,,,,,,,,,,,,,,,,,,,,,,,,,28459,,,,,,,
9441,fa3d69e948bbca2fb08fb33d45f5d5f6,Welcome to Pine Hill,/movie/Welcome-to-Pine-Hill,2013/03/01,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,6115,,,,,,,,,,,,,,,,,,,,,,,,,,752,,,,,,,
9008,7b5f2e5cffe04e9112f2e0dddf30da58,21 and Over,/movie/21-and-Over,2013/03/01,Relativity,,,,,,,,,,,,,,,,,,,25682380,,,,,,,,,,,,,,,,,,,,,,,,,,3158964,,,,,,,
8966,3c919c1d46cd86a69398104bd47166a3,Jack the Giant Slayer,/movie/Jack-the-Giant-Slayer,2013/03/01,Warner Bros.,,,,,,,,,,,,,,,,,,,65187603,,,,,,,,,,,,,,,,,,,,,,,,,,8018155,,,,,,,
9470,db5597def61f5c27ca7265a3b2a1e01d,The Condemned,/movie/Condenados-Los,2013/03/01,Strand,,,,,,,,,,,,,,,,,,,3489,,,,,,,,,,,,,,,,,,,,,,,,,,429,,,,,,,
9118,32a108a9466a9b4c41e1290d0397f4cd,Phantom,/movie/Phantom,2013/03/01,RCR Media Group,,,,,,,,,,,,,,,,,,,1034589,,,,,,,,,,,,,,,,,,,,,,,,,,127255,,,,,,,
9125,52e983c4efa6c72e791107670017f38e,Girl Rising,/movie/Girl-Rising,2013/03/07,Gathr Films,,,,,,,,,,,,,,,,,,,849484,,,,,,,,,,,,,,,,,,,,,,,,,,104487,,,,,,,
9347,da082794120da4b28fc7b99ffefb513a,The Little Soldier,/movie/Petit-Soldat-Le,2013/03/08,Rialto Pictures,,,,,,,,,,,,,,,,,,,24296,,,,,,,,,,,,,,,,,,,,,,,,,,2988,,,,,,,
9241,fca3b2f28636b3a998d692741e5bba7a,The Silence,/movie/letzte-Schweigen-Das,2013/03/08,Music Box Films,,,,,,,,,,,,,,,,,,,100214,,,,,,,,,,,,,,,,,,,,,,,,,,12326,,,,,,,
9227,b146bea87e07c0ee21568ebdd6806693,Beyond the Hills,/movie/Dupa-dealuri,2013/03/08,IFC Films,,,,,,,,,,,,,,,,,,,117287,,,,,,,,,,,,,,,,,,,,,,,,,,14426,,,,,,,
9246,60230f69d316f1cb74f10dd0d9d75c82,Somebody Up There Likes Me,/movie/Somebody-Up-There-Likes-Me,2013/03/08,TriBeca Films,,,,,,,,,,,,,,,,,,,89435,,,,,,,,,,,,,,,,,,,,,,,,,,11000,,,,,,,
8924,186454c96df0c39a33d35b4bd921bd21,Oz the Great and Powerful,/movie/Oz-The-Great-and-Powerful,2013/03/08,Walt Disney,,,,,,,,,,,,,,,,,,,234770996,,,,,,,,,,,,,,,,,,,,,,,,,,28877121,,,,,,,
9040,3e135cc515fbcf115b61063d70688d44,Dead Man Down,/movie/Dead-Man-Down,2013/03/08,FilmDistrict,,,,,,,,,,,,,,,,,,,10895295,,,,,,,,,,,,,,,,,,,,,,,,,,1340134,,,,,,,
9300,66433d730f10c6a3bc4ab1b38269ee64,The We and the I,/movie/We-and-the-I-The,2013/03/08,Paladin/108 Media,,,,,,,,,,,,,,,,,,,42172,,,,,,,,,,,,,,,,,,,,,,,,,,5187,,,,,,,
9298,be4411ab47093eb5026c7d9185c2083d,Greedy Lying Bastards,/movie/Greedy-Lying-Bastards,2013/03/08,Lambert Releasing,,,,,,,,,,,,,,,,,,,45000,,,,,,,,,,,,,,,,,,,,,,,,,,5535,,,,,,,
9475,10d23326e50e60b6f05960b6604f1b50,Superstar,/movie/Superstar-(2012),2013/03/08,Mongrel Media,,,,,,,,,,,,,,,,,,,3111,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,,,
9273,be8e6c0129660e83074a2651cf5c0af3,Don't Stop Believin': Every…,/movie/Dont-Stop-Believin-Everymans-Journey,2013/03/08,Cinedigm,,,,,,,,,,,,,,,,,,,61018,,,,,,,,,,,,,,,,,,,,,,,,,,7505,,,,,,,
8894,87757bb448d3e620233edfad89ce7148,The Monk,/movie/Moine-Le,2013/03/08,ATO Pictures,,,,,,,,,,,,,,,,,,2164,6254,,,,,,,,,,,,,,,,,,,,,,,,,271,769,,,,,,,
9323,03d45dd7971aac9c714621e87cf409dc,The Girl,/movie/Girl-The-(2012),2013/03/08,Brainstorm Media,,,,,,,,,,,,,,,,,,,35048,,,,,,,,,,,,,,,,,,,,,,,,,,4310,,,,,,,
9070,d0f10da8f39877d8a3551bb6c6e737b7,Emperor,/movie/Emperor-(2012),2013/03/08,Roadside Attractions,,,,,,,,,,,,,,,,,,,3346264,,,,,,,,,,,,,,,,,,,,,,,,,,411594,,,,,,,
9471,74184c90f83f40781ab732ac063ee8f4,The Happy Poet,/movie/Happy-Poet-The,2013/03/13,Cinema Libre,,,,,,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,418,,,,,,,
9465,2e281308c06f12f977ecbf825c2f1b3c,The Kitchen,/movie/Kitchen-The,2013/03/14,Monterey Media,,,,,,,,,,,,,,,,,,,4054,,,,,,,,,,,,,,,,,,,,,,,,,,498,,,,,,,
9285,07a860b87521b430e36c8e686364cc45,Leonie,/movie/Leonie,2013/03/15,Monterey Media,,,,,,,,,,,,,,,,,,,53692,,,,,,,,,,,,,,,,,,,,,,,,,,6604,,,,,,,
9037,a3643ea52511bda06b013d1dd8642edb,Spring Breakers,/movie/Spring-Breakers,2013/03/15,A24,,,,,,,,,,,,,,,,,,,14124286,,,,,,,,,,,,,,,,,,,,,,,,,,1737304,,,,,,,
9119,7ee72594a8b2a20bd019c4617c54a683,Ginger & Rosa,/movie/Ginger-and-Rosa,2013/03/15,A24,,,,,,,,,,,,,,,,,,,1012973,,,,,,,,,,,,,,,,,,,,,,,,,,124596,,,,,,,
9121,84336fcd5732c314d504984ea3f9760c,From Up on Poppy Hill,/movie/Kokuriko-zaka-Kara,2013/03/15,GKIDS,,,,,,,,,,,,,,,,,,,1000878,,,,,,,,,,,,,,,,,,,,,,,,,,123109,,,,,,,
9012,a6b6b6b5d97bd55750e8c3b449daa0d7,The Incredible Burt Wonders…,/movie/Incredible-Burt-Wonderstone-The,2013/03/15,Warner Bros.,,,,,,,,,,,,,,,,,,,22537881,,,,,,,,,,,,,,,,,,,,,,,,,,2772187,,,,,,,
9252,4628d058457ddec067ff549aa808366b,Reality,/movie/Reality,2013/03/15,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,83736,,,,,,,,,,,,,,,,,,,,,,,,,,10299,,,,,,,
9412,333ecda48144e58f070d4fbb6be7a00b,If I Were You,/movie/If-I-Were-You,2013/03/15,Kino Lorber,,,,,,,,,,,,,,,,,,,9432,,,,,,,,,,,,,,,,,,,,,,,,,,1160,,,,,,,
9236,adc2771035b21b3bd449f1de87138f5f,Upside Down,/movie/Upside-Down,2013/03/15,Alchemy,,,,,,,,,,,,,,,,,,,102118,,,,,,,,,,,,,,,,,,,,,,,,,,12560,,,,,,,
9321,2be91a5af50a1decf6d6783a1a6c7cf3,M,/movie/M-(1931),2013/03/15,Kino Lorber,,,,,,,,,,,,,,,,,,,35566,,,,,,,,,,,,,,,,,,,,,,,,,,4374,,,,,,,
9367,154feec9fff9de8b7db08f9ad92bff1f,Language of a Broken Heart,/movie/Language-of-a-Broken-Heart,2013/03/15,House Lights Media,,,,,,,,,,,,,,,,,,,19186,,,,,,,,,,,,,,,,,,,,,,,,,,2359,,,,,,,
8980,25c69214592dd7dd688f9db0e9e03c2f,The Call,/movie/Call-The,2013/03/15,Sony Pictures,,,,,,,,,,,,,,,,,,,51872378,,,,,,,,,,,,,,,,,,,,,,,,,,6380366,,,,,,,
9164,b7eef88af2767d4e8865511342eaf98d,Mindless Behavior: All Arou…,/movie/Mindless-Behavior-All-Around-The-World,2013/03/15,"AwesomenessTV, Co…",,,,,,,,,,,,,,,,,,,344500,,,,,,,,,,,,,,,,,,,,,,,,,,42373,,,,,,,
9180,d3d90101dfc99b81e76197b047d16e81,Blancanieves,/movie/Blancanieves,2013/03/15,Cohen Media Group,,,,,,,,,,,,,,,,,,,236394,,,,,,,,,,,,,,,,,,,,,,,,,,29076,,,,,,,
9243,ea83805f9ca3ea35cb4d4edb8b2eef97,Gimme the Loot,/movie/Gimme-the-Loot,2013/03/22,IFC Films,,,,,,,,,,,,,,,,,,,99070,,,,,,,,,,,,,,,,,,,,,,,,,,12185,,,,,,,
9499,80f366e17442fe80c97f6707d1305456,You Don't Need Feet to Dance,/movie/You-Dont-Need-Feet-to-Dance,2013/03/22,First Run Features,,,,,,,,,,,,,,,,,,,1719,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,,,,,
8948,bd221d59074a9805326f4942e9be0e64,Olympus Has Fallen,/movie/Olympus-Has-Fallen,2013/03/22,FilmDistrict,,,,,,,,,,,,,,,,,,,98927592,,,,,,,,,,,,,,,,,,,,,,,,,,12168215,,,,,,,
8929,68fac5a41b4ce1d415005cf25839c963,The Croods,/movie/Croods-The,2013/03/22,20th Century Fox,,,,,,,,,,,,,,,,,,,187168425,,,,,,,,,,,,,,,,,,,,,,,,,,23021946,,,,,,,
9464,b33fa5c61add21946db1e67bfdb58d74,Silver Circle,/movie/Silver-Circle,2013/03/22,Hybrid Pictures,,,,,,,,,,,,,,,,,,,4080,,,,,,,,,,,,,,,,,,,,,,,,,,501,,,,,,,
9027,c73d9c477142ea005210459baaec822e,Admission,/movie/Admission,2013/03/22,Focus Features,,,,,,,,,,,,,,,,,,,18007317,,,,,,,,,,,,,,,,,,,,,,,,,,2214922,,,,,,,
9442,a1c37521d6ad03689edb193d297cc64d,Rangrezz,/movie/Rangrezz,2013/03/22,UTV Communications,,,,,,,,,,,,,,,,,,,6108,,,,,,,,,,,,,,,,,,,,,,,,,,751,,,,,,,
9299,0f71b6c9065b52a2e19efb3acf5db4d2,My Brother the Devil,/movie/My-Brother-the-Devil,2013/03/22,Paladin/108 Media,,,,,,,,,,,,,,,,,,,44906,,,,,,,,,,,,,,,,,,,,,,,,,,5523,,,,,,,
9148,68fa324d126d89479c706310f7068db4,New World,/movie/Sinsegye-(South-Korea)-(2013),2013/03/22,Well Go USA,,,,,,,,,,,,,,,,,,,450222,,,,,,,,,,,,,,,,,,,,,,,,,,55377,,,,,,,
9483,000ccd24f31ce8fc2494741a59e03392,Come Out and Play,/movie/Come-Out-and-Play,2013/03/22,,,,,,,,,,,,,,,,,,,,2638,,,,,,,,,,,,,,,,,,,,,,,,,,324,,,,,,,
9183,b040d7553e59c44d3165dc35c9c284d9,InAPPropriate Comedy,/movie/InAPPropiate-Comedy,2013/03/22,Freestyle Releasing,,,,,,,,,,,,,,,,,,,228004,,,,,,,,,,,,,,,,,,,,,,,,,,28044,,,,,,,
9363,931c4570548b43ee97d234eb3c87d9d9,Hunky Dory,/movie/Hunky-Dory,2013/03/22,Variance Films,,,,,,,,,,,,,,,,,,,20296,,,,,,,,,,,,,,,,,,,,,,,,,,2496,,,,,,,
9077,25bec6e6cc739d5b0b1477325d8dd383,The Sapphires,/movie/Sapphires-The,2013/03/22,Weinstein Co.,,,,,,,,,,,,,,,,,,,2450867,,,,,,,,,,,,,,,,,,,,,,,,,,301459,,,,,,,
9377,3eb222506a30bfe8ce0198a530a4e6dd,Le Pont du Nord,/movie/Pont-du-Nord-Le,2013/03/22,The Film Desk,,,,,,,,,,,,,,,,,,,17110,,,,,,,,,,,,,,,,,,,,,,,,,,2104,,,,,,,
9385,fb90e829473c4c13a58bb8b703d2b5a4,The Pardon,/movie/Pardon-The,2013/03/22,Self Distributed,,,,,,,,,,,,,,,,,,,16100,,1418,,,,,,,,,,,,,,,,,,,,,,,,1980,,168,,,,,
9381,1c24a076b98f21fa44c4adaa201c88b3,Love and Honor,/movie/Love-and-Honor,2013/03/22,IFC Films,,,,,,,,,,,,,,,,,,,16769,,,,,,,,,,,,,,,,,,,,,,,,,,2062,,,,,,,
9394,1378e9cb26069bb6bc28631b41ebcb47,Dorfman in Love,/movie/Dorfman,2013/03/22,Brainstorm Media,,,,,,,,,,,,,,,,,,,13737,,,,,,,,,,,,,,,,,,,,,,,,,,1689,,,,,,,
9431,0d705f21a4cdf92c4297ccfc47b3bc4f,Welcome to the Punch,/movie/Welcome-to-the-Punch,2013/03/27,IFC Films,,,,,,,,,,,,,,,,,,,7034,,,,,,,,,,,,,,,,,,,,,,,,,,865,,,,,,,
8937,7450fbd08c0df83b73ef665d9d1edaab,G.I. Joe: Retaliation,/movie/GI-Joe-Retaliation,2013/03/27,Paramount Pictures,,,,,,,,,,,,,,,,,,,122523060,,,,,,,,,,,,,,,,,,,,,,,,,,15070487,,,,,,,
8979,289d2835ed807a4aa25149066b6c4965,Tyler Perry's Temptation,/movie/Tyler-Perrys-Temptation,2013/03/29,Lionsgate,,,,,,,,,,,,,,,,,,,51975354,,,,,,,,,,,,,,,,,,,,,,,,,,6393032,,,,,,,
9359,da340ee535c872bcf45778a653aea9ee,Violeta Went to Heaven,/movie/Violeta-se-fue-a-los-cielos,2013/03/29,Kino Lorber,,,,,,,,,,,,,,,,,,,21496,,,,,,,,,,,,,,,,,,,,,,,,,,2644,,,,,,,
9006,8e7cb3488630928c861164a0267bc1d3,The Host,/movie/Host-The,2013/03/29,Open Road,,,,,,,,,,,,,,,,,,,26623701,,,,,,,,,,,,,,,,,,,,,,,,,,3274747,,,,,,,
9017,58272a82bac4432d38cb02299121bb25,The Place Beyond the Pines,/movie/Place-Beyond-the-Pines-The,2013/03/29,Focus Features,,,,,,,,,,,,,,,,,,,21403519,,,,,,,,,,,,,,,,,,,,,,,,,,2632659,,,,,,,
9083,1926809e684ab1ebd5e575e271a41f56,Renoir,/movie/Renoir,2013/03/29,Samuel Goldwyn Films,,,,,,,,,,,,,,,,,,,2291047,,,,,,,,,,,,,,,,,,,,,,,,,,281801,,,,,,,
9295,fdc8934944aba32f033e4f3af7625885,Wrong,/movie/Wrong,2013/03/29,Drafthouse Films,,,,,,,,,,,,,,,,,,,46021,,,,,,,,,,,,,,,,,,,,,,,,,,5660,,,,,,,
9174,2ca77bef7b8e4369f6b928e92d0e215b,Himmatwala,/movie/Himmatwala,2013/03/29,UTV Communications,,,,,,,,,,,,,,,,,,,270880,,,,,,,,,,,,,,,,,,,,,,,,,,33318,,,,,,,
9373,b2900b61c93adbb2211e399c0e8fa920,Mental,/movie/Mental,2013/03/29,Dada Films,,,,,,,,,,,,,,,,,,,17669,,,,,,,,,,,,,,,,,,,,,,,,,,2173,,,,,,,
9419,3302c6a44b6448852cf418e8460b89d2,White Elephant,/movie/Elefante-blanco,2013/03/29,Strand,,,,,,,,,,,,,,,,,,,8863,,,,,,,,,,,,,,,,,,,,,,,,,,1090,,,,,,,
9176,1476c89df3c2c066366a8418f972bba2,Room 237,/movie/Room-237,2013/03/29,IFC Films,,,,,,,,,,,,,,,,,,,263411,,,,,,,,,,,,,,,,,,,,,,,,,,32399,,,,,,,
9232,96702abdfb3622bfb1031e0941316247,Ain't in It for My Health: …,/movie/Aint-in-It-for-My-Health,2013/03/31,Kino Lorber,,,,,,,,,,,,,,,,,,,111794,,,,,,,,,,,,,,,,,,,,,,,,,,13750,,,,,,,
9149,2c56a5d4e13ad6e325773c85bb3bdd2a,Upstream Color,/movie/Upstream-Color,2013/04/05,erbp Film,,,,,,,,,,,,,,,,,,,444098,,,,,,,,,,,,,,,,,,,,,,,,,,54624,,,,,,,
8977,3d12d8a994fc7ac83a98d5e23c41d278,Evil Dead,/movie/Evil-Dead-Remake,2013/04/05,Sony Pictures,,,,,,,,,,,,,,,,,,,54239856,,,,,,,,,,,,,,,,,,,,,,,,,,6671569,,,,,,,
9181,1e137ceea751500290e3f30fd452c6ed,Chashme Baddoor,/movie/Chashme-Baddoor,2013/04/05,Viva Entertainment,,,,,,,,,,,,,,,,,,,235401,,,,,,,,,,,,,,,,,,,,,,,,,,28954,,,,,,,
9219,05c13971759804129d6ae685ca1cea0b,Free Angela & All Political…,/movie/Free-Angela-and-All-Political-Prisoners,2013/04/05,CODEBLACK Films/L…,,,,,,,,,,,,,,,,,,,129102,,,,,,,,,,,,,,,,,,,,,,,,,,15879,,,,,,,
9500,0b17b50d22a6a8052fd457400a6783f3,Eddie: The Sleepwalking Can…,/movie/Eddie-The-Sleepwalking-Cannibal,2013/04/05,Doppelganger Rele…,,,,,,,,,,,,,,,,,,,1632,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,
9327,9532363600e52faa06b300f5844585c2,Bert Stern: Original Mad Man,/movie/Bert-Stern-Original-Mad-Man,2013/04/05,First Run Features,,,,,,,,,,,,,,,,,,,34005,,,,,,,,,,,,,,,,,,,,,,,,,,4182,,,,,,,
9082,f9026ca1ff572cf1fd085b50b6d04e2e,Trance,/movie/Trance-(2012),2013/04/05,Fox Searchlight,,,,,,,,,,,,,,,,,,,2322593,,,,,,,,,,,,,,,,,,,,,,,,,,285681,,,,,,,
9349,7af26c13792cc97cbba954f19065dac5,Simon Killer,/movie/Simon-Killer,2013/04/05,IFC Films,,,,,,,,,,,,,,,,,,,24082,,,,,,,,,,,,,,,,,,,,,,,,,,2962,,,,,,,
